AISelect,RemoteWork,EdLevel,YearsCodePro,ConvertedCompYearly,JobSat
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.5189751059311,,5.0
Yes,In-person,Primary/elementary school,7.87644240013764,107518.92809500948,9.0
"No, and I don't plan to",In-person,Primary/elementary school,7.308579143532506,50225.21733218126,7.0
"No, and I don't plan to",In-person,Primary/elementary school,13.488772406197715,105217.47598679675,9.0
Yes,In-person,Primary/elementary school,14.804568193191178,118028.43995713022,10.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.9076661777180752,65571.07061113152,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.002000260134518,84532.32034750235,5.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.785217667697421,90872.19410508007,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.808745006650656,61047.59694368483,6.0
Yes,Remote,Primary/elementary school,9.513528144150492,106158.02528092753,9.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.041970524940222,82758.62887376851,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.7294605975960886,81989.14959958477,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.881726782933828,82686.17039581938,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,3.0093017090374055,57455.634072292785,9.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.146587317677021,124907.0021513025,9.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,14.606237020454682,138541.90411729552,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.979277495578158,57297.65752738417,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.445107072213102,108263.96741044415,8.0
Yes,Remote,Primary/elementary school,7.609739067496744,118612.95180563019,10.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.72893611575326,,3.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.642796014388733,103555.48193863734,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.537385725807076,78019.8821741663,10.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.010359709516365,92485.9715885203,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.610585628708314,75598.26437224036,9.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.449250173797064,74427.89811593993,5.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.850432949681826,118222.74767955867,9.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.939327564908911,91716.2562779001,8.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.660128419357829,78614.44486698562,3.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0176243535417795,85048.28501475859,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,86508.36306468473,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.834874694071726,108070.576386443,3.0
Yes,Remote,Primary/elementary school,3.9592422041516544,95465.14049028221,7.0
Yes,Remote,Primary/elementary school,8.148533416491944,114207.64849156779,9.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.140594880030195,126557.87453783443,7.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.37217929440636,,7.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.48978137436416,103693.50240425426,8.0
"No, and I don't plan to",In-person,Primary/elementary school,8.106891890353264,62848.6752354261,6.0
"No, and I don't plan to",Remote,Primary/elementary school,1.8099614400710786,64327.144531892474,5.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.9685752159764958,67675.79016226008,7.0
Yes,Remote,Primary/elementary school,7.099430015005077,97031.54751968622,5.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.798180524728995,68373.04861534963,6.0
Yes,Remote,Primary/elementary school,9.433631015196905,111825.02622480266,10.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,18.06391845775707,105954.79445683563,5.0
Yes,Remote,Primary/elementary school,7.396553357672499,,6.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.6331522158479634,73907.83405068636,9.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.672961419030257,112314.56452565394,6.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,74324.1474518621,9.0
Yes,Remote,Primary/elementary school,1.4443673158835706,69142.80050864106,8.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.619586245409106,65567.10643368916,2.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.868453117921498,75597.79516293135,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.5237090539311655,95165.60547180689,10.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.8739507023079085,60511.0224128776,9.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.098967610985381,109479.03660364563,1.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.275838141100552,117543.36856431705,8.0
Yes,Remote,Primary/elementary school,7.364753095375129,,7.0
Yes,Remote,Primary/elementary school,4.752215009219594,109635.85188458888,6.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.058581545757647,101794.2421733619,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.729138097079477,60435.983791331826,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,46608.8001108061,8.0
Yes,Remote,Primary/elementary school,11.82382407161817,115820.58676815029,8.0
"No, but I plan to soon","Hybrid (some remote, some in-person)",Primary/elementary school,11.567412979243887,94814.76165601386,4.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.8308064311835754,68947.12854015072,6.0
"No, and I don't plan to",Remote,Primary/elementary school,5.403604584716298,58258.39989447249,5.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.332289818680282,95690.66237217355,4.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.306496870260537,54737.31543609695,4.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.928197165472326,124462.93140524867,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.811527194380488,86528.79055066878,9.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.142898570332129,101457.46742146404,5.0
"No, and I don't plan to",Remote,Primary/elementary school,10.278913326764046,86561.62149577115,5.0
"No, and I don't plan to",Remote,Primary/elementary school,6.999523405763626,83897.45639907742,4.0
"No, but I plan to soon",Remote,Primary/elementary school,11.333361751645263,83525.14346282778,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.980122251651197,89192.35413817868,8.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.757782860612544,122988.49818440505,10.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,5.1618042353529745,,7.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,64204.60263602316,6.0
Yes,Remote,Primary/elementary school,11.18100405949231,,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.399078082424232,75536.65486021203,6.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.815815598715055,66755.25700726351,7.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.039388750770035,71990.51429389384,6.0
Yes,Remote,Primary/elementary school,17.218745303608465,151644.35160689702,7.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.431221389862916,81196.59353148469,7.0
"No, but I plan to soon",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.5867867726946674,50400.36180794883,5.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.341136933973407,88818.66458666582,6.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.721963511891843,132226.52376313868,4.0
"No, but I plan to soon",Remote,Primary/elementary school,16.11360794611691,92479.45003362454,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.629459853558284,118295.27080822535,10.0
Yes,Remote,Primary/elementary school,1.9183650240822798,83941.92661913406,7.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.883457082871196,122600.46162607506,7.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.922125203691611,117233.51273857037,9.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.6491622724201216,,10.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.682430171602584,78730.47164549382,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.345314877341824,109474.07423356762,3.0
Yes,In-person,Primary/elementary school,7.955317544745656,102662.60795467359,8.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.380301507783402,116688.3261508565,8.0
Yes,Remote,Primary/elementary school,12.146012476287723,131509.17592371727,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.7913816339614237,67906.38686927345,7.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.464618513094592,110540.68177548617,6.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,4.923370708825239,85503.41870318777,8.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.656029495649426,127868.96278653321,8.0
"No, and I don't plan to",Remote,Primary/elementary school,9.394956063972561,89788.73745654593,6.0
Yes,In-person,Primary/elementary school,3.319045880894491,83921.2138467611,8.0
Yes,Remote,Primary/elementary school,1.0,97352.87968343559,7.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.235698889116046,86328.23170849521,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.503278896039266,64426.32578309064,6.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,6.377737221912658,64322.729201710696,8.0
Yes,In-person,Primary/elementary school,10.064784036696429,122263.90808747621,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.041655305002621,98044.23118949427,7.0
"No, but I plan to soon",Remote,Primary/elementary school,11.894841362677163,,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.300634766468254,77331.4648207702,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.703578998498354,86166.89938514453,6.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.683818655327402,84165.5238569814,2.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,72588.05547673923,5.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.286238612559816,59435.80898838358,4.0
Yes,In-person,Primary/elementary school,7.87210036853026,102045.42090595968,8.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0847430156754423,76608.1818274373,7.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.647822123295825,79882.73377851868,7.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.353009950116713,113329.3100354078,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.274458387562857,114708.40715307023,7.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.022582648573133,51187.203738588316,7.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.9972157480470951,82164.7398050823,8.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.087775232861329,75233.38012965475,6.0
Yes,Remote,Primary/elementary school,1.0,84988.45871080211,10.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.256007833122315,51646.13922802533,10.0
Yes,Remote,Primary/elementary school,3.288863563756956,,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.042492593964341,52030.30198243915,7.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,6.146680802762923,88849.16871302223,10.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.839826697734981,,8.0
Yes,Remote,Primary/elementary school,13.333909108998398,107373.629177472,8.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.5288846390521194,67200.07300982685,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.971330501080118,110733.19130323827,7.0
Yes,In-person,Primary/elementary school,3.8828176019142724,85756.26040656616,9.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.6901071316923595,82004.4475021505,4.0
Yes,In-person,Primary/elementary school,9.043451956593271,115532.40952006086,7.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.778331010330024,123807.06813473476,3.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.830870648949343,92701.93701824777,7.0
Yes,Remote,Primary/elementary school,1.0,66900.95787586278,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,12.961517880771925,87625.37029526061,7.0
Yes,Remote,Primary/elementary school,3.6665057648182615,79561.39074951364,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.553645677697629,82956.28206403722,7.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.5290013842952987,57119.44782759182,8.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.5651849078043245,91958.05844434757,5.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.6384338551782363,,4.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.705767265979086,95026.58534672883,8.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.323166518887917,81052.26442682756,5.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,4.275779357541285,87528.64683832061,7.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,10.98348790663571,91638.98922931391,6.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.019987002698395,94593.86043058673,10.0
"No, and I don't plan to",Remote,Primary/elementary school,1.0,,3.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.678813256337207,89793.68229155312,10.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.739471535410539,108971.07596950668,7.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.56292995036617,117020.33289372484,8.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.495669705370579,115653.90417957699,6.0
"No, and I don't plan to",Remote,Primary/elementary school,3.83316259772962,68241.16375372144,5.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.182818666792652,119281.17453947525,6.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.21567732352288,99843.24542635528,9.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.91705176119655,57166.245446711066,4.0
Yes,Remote,Primary/elementary school,5.238812851569766,97545.38510214878,8.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.113245680003732,96857.58894198832,2.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.4025135591365085,58726.747888199374,8.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.974706301485702,81956.61233198523,9.0
Yes,Remote,Primary/elementary school,7.690200767216761,88753.97350897061,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,11.809910990612032,98477.45366202331,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,8.2685879388419,84090.32663843772,6.0
"No, and I don't plan to",Remote,Primary/elementary school,6.816554962523914,99038.6610832495,9.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.674916904190758,82236.13727154591,6.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.380641646880928,115454.0072486367,10.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,8.73402199978737,,3.0
Yes,In-person,Primary/elementary school,4.173080945923042,99503.0114373089,7.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.594593834739602,95511.0238436394,3.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.238308246041868,129282.35984139821,10.0
Yes,Remote,Primary/elementary school,3.7458786025350563,61955.352166656274,7.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.594486974943199,76622.83864590382,7.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.028909087028253,116075.5160744747,8.0
Yes,Remote,Primary/elementary school,17.53415176012642,121370.55475814718,7.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.126979532502634,76897.37799262129,5.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,7.747048219392961,84978.81498537755,5.0
"No, and I don't plan to",Remote,Primary/elementary school,8.890652224306853,103343.97213307983,7.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.516650352789991,,7.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,6.666479422246137,94669.4341620264,9.0
Yes,Remote,Primary/elementary school,4.640362808536975,83256.94250317135,10.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,10.377132912389671,122867.69894593036,4.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.300221735994752,68595.53614100696,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.7204186836779867,86750.55407957206,10.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.9412542729757671,44226.14735475614,6.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.117186203358132,151019.26729191147,3.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.526578267677138,77749.13906706434,4.0
Yes,Remote,Primary/elementary school,4.641730464030395,87377.50889738688,8.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.062660355831746,117040.62662816924,8.0
"No, but I plan to soon",In-person,Primary/elementary school,10.229778872033407,82004.13443753879,7.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.82637793663182,100403.05792229061,5.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.202321083290327,69036.05617944674,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.3033634085917,94137.24468738983,4.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.833391270294253,103826.6448436404,8.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.565857271889003,75139.95377444048,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.762680247451019,77888.29612418781,5.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.076690625833518,122866.9682051703,10.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.851799894686492,78743.01349650914,4.0
Yes,In-person,Primary/elementary school,11.964589375514908,108270.1880306715,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.294748120010215,121543.00284308936,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,67501.78426194916,10.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.986955750033385,114026.12009835608,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.207135404795814,87262.08839226852,6.0
"No, and I don't plan to",Remote,Primary/elementary school,9.307175295655268,116798.77841181509,6.0
"No, but I plan to soon",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.6238214861126234,38979.394154351314,10.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.021306000312261,101686.59238496388,6.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,11.411710930970639,88970.53515298807,4.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.741281346393617,142316.70438504187,8.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.601599179181129,114998.7429440089,8.0
"No, but I plan to soon","Hybrid (some remote, some in-person)",Primary/elementary school,9.216898815784159,89931.75712678606,7.0
Yes,Remote,Primary/elementary school,1.0,116033.38464441414,9.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.529091161989685,72449.728930918,9.0
Yes,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.629961739148278,113433.50479789698,4.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.939911499264988,76928.71153130462,4.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,2.134696668819604,58968.75147709514,7.0
"No, and I don't plan to",Remote,Primary/elementary school,6.159332368832394,116130.29214022236,4.0
Yes,Remote,Primary/elementary school,4.931267664775726,85843.08116778995,5.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.807334576123015,67210.09995200184,10.0
Yes,Remote,Primary/elementary school,4.847055256035382,,5.0
"No, but I plan to soon",Remote,Primary/elementary school,6.456581134447022,75006.9815930595,6.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.144779036192087,89013.1642526802,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,56496.033100083456,9.0
"No, and I don't plan to",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,91733.16924307146,3.0
"No, and I don't plan to",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.645234640312499,83109.35882363278,7.0
Yes,"Hybrid (some remote, some in-person)",Primary/elementary school,6.208923821177542,76606.76395823412,6.0
"No, but I plan to soon","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.756444866415762,84015.75906281298,7.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.089310580575104,73318.13966950728,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.037860776090727,91916.80507877324,10.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.506092820072221,83614.71421175044,6.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.061767612538114,,3.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.053823286964404,99317.61227670209,6.0
"No, and I don't plan to","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.707945245820243,,6.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.18784438185316,98305.26400833666,9.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.275382925135411,63087.64264938209,4.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.41469241224688,,5.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.385588276470614,,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.048026735171099,97047.49156441654,5.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.283867537473602,67660.24906304348,7.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,39977.31429496364,6.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.478401050668417,111537.72446266773,8.0
"No, and I don't plan to",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.276641160367962,70114.13962215598,5.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.524083048314793,100378.45142375343,6.0
"No, and I don't plan to",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.664884516644451,,7.0
"No, but I plan to soon",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.950906572651939,76302.18953665839,5.0
